College Code,College Name,College Type,Location,Branch,Category,Year,Rank,Round,Data Source
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","2BG",2024,3640,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","2BK",2024,4272,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","2BR",2024,3911,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","3AG",2024,1182,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","3AK",2024,2967,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","3AR",2024,5203,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","3BG",2024,1134,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","3BK",2024,3467,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","3BR",2024,5246,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","GM",2024,4744,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","SCG",2024,1513,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","SCK",2024,4684,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","SCR",2024,1281,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","STG",2024,4308,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","STK",2024,113,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Civil Engineering","STR",2024,4741,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","1G",2024,2870,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","1K",2024,4993,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","1R",2024,3238,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","2AG",2024,3174,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","2AK",2024,327,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","2AR",2024,3588,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","2BG",2024,4642,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","2BK",2024,3049,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","2BR",2024,1638,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","3AG",2024,964,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","3AK",2024,5710,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","3AR",2024,5986,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","3BG",2024,3687,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","3BK",2024,1305,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","3BR",2024,4223,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","GM",2024,274,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","SCG",2024,1286,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","SCK",2024,2745,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","SCR",2024,431,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","STG",2024,403,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","STK",2024,2281,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Communication","STR",2024,524,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","1G",2024,2509,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","1K",2024,2230,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","1R",2024,1980,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","2AG",2024,4415,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","2AK",2024,3249,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","2AR",2024,1012,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","2BG",2024,5238,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","2BK",2024,5884,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","2BR",2024,1111,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","3AG",2024,3394,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","3AK",2024,4499,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","3AR",2024,1240,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","3BG",2024,3708,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","3BK",2024,4367,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","3BR",2024,1155,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","GM",2024,3159,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","SCG",2024,4709,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","SCK",2024,1670,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","SCR",2024,1508,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","STG",2024,5769,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","STK",2024,2905,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electrical and Electronics Engineering (EEE)","STR",2024,5269,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","1G",2024,2180,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","1K",2024,2896,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","1R",2024,215,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","2AG",2024,666,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","2AK",2024,5677,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","2AR",2024,4127,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","2BG",2024,3987,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","2BK",2024,796,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","2BR",2024,3263,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","3AG",2024,2640,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","3AK",2024,4805,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","3AR",2024,836,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","3BG",2024,2493,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","3BK",2024,3700,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","3BR",2024,702,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","GM",2024,3714,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","SCG",2024,1148,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","SCK",2024,951,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","SCR",2024,4800,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","STG",2024,206,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","STK",2024,2952,"FIRST","current"
"68f1152aac0ce5fe833afca9","P D A College of Engineering","Government","Kalaburagi, Karnataka, India","Electronics and Communication Engineering (ECE)","STR",2024,4922,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","1G",2024,1698,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","1K",2024,854,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","1R",2024,192,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AG",2024,4071,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AK",2024,1279,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2AR",2024,2715,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BG",2024,981,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BK",2024,388,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","2BR",2024,2013,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AG",2024,3562,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AK",2024,726,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3AR",2024,460,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BG",2024,5200,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BK",2024,3772,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","3BR",2024,5361,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","GM",2024,486,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCG",2024,4041,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCK",2024,5928,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","SCR",2024,346,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","STG",2024,3289,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","STK",2024,5622,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Artificial Intelligence & Machine Learning (AIML)","STR",2024,3138,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","1G",2024,4990,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","1K",2024,2961,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","1R",2024,877,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","2AG",2024,3122,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","2AK",2024,3632,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","2AR",2024,917,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","2BG",2024,2198,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","2BK",2024,4107,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","2BR",2024,5062,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","3AG",2024,785,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","3AK",2024,3816,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","3AR",2024,448,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","3BG",2024,4711,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","3BK",2024,2400,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","3BR",2024,5383,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","GM",2024,620,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","SCG",2024,4340,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","SCK",2024,3544,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","SCR",2024,2206,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","STG",2024,1109,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","STK",2024,172,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Civil Engineering","STR",2024,3704,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","1G",2024,3877,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","1K",2024,3238,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","1R",2024,4746,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","2AG",2024,3645,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","2AK",2024,1929,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","2AR",2024,4244,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","2BG",2024,1069,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","2BK",2024,388,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","2BR",2024,762,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","3AG",2024,5055,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","3AK",2024,5054,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","3AR",2024,110,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","3BG",2024,4288,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","3BK",2024,1639,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","3BR",2024,3477,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","GM",2024,2046,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","SCG",2024,5039,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","SCK",2024,4387,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","SCR",2024,1639,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","STG",2024,5969,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","STK",2024,918,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Computer Science and Engineering (CSE)","STR",2024,2119,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","1G",2024,1214,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","1K",2024,210,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","1R",2024,5141,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","2AG",2024,2692,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","2AK",2024,2747,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","2AR",2024,2864,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","2BG",2024,5272,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","2BK",2024,1923,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","2BR",2024,3511,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","3AG",2024,1986,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","3AK",2024,1375,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","3AR",2024,701,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","3BG",2024,5275,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","3BK",2024,1515,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","3BR",2024,236,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","GM",2024,2686,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","SCG",2024,4070,"FIRST","current"
"68f1152aac0ce5fe833afcb0","Gurunanak Dev Engineering College","Autonomous","Bengaluru, Karnataka, India","Electrical and Electronics Engineering (EEE)","SCK",2024,4645,"FIRST","current"
